"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10","Rep 11","Rep 12","Rep 13","Rep 14","Rep 15","Rep 16","Rep 17","Rep 18","Rep 19","Rep 20","Rep 21","Rep 22","Rep 23","Rep 24","Rep 25","Rep 26","Rep 27","Rep 28","Rep 29","Rep 30"
"BPM 08_CapacitoresProduzidos Value","DSTAT AVERAGE","Variable","User Specified","BPM 08_CapacitoresProduzidos",349922.849647855,360965.159807682,355960.74281258,368033.207213205,341167.947145712,366314.68698808,352344.796376099,355644.645130185,340210.778567878,333743.819604933,370325.786848813,343582.858002777,366798.368676899,362886.017797826,351042.849521867,359749.651764006,356444.021508361,363449.024048051,354408.716246827,364982.556591015,365861.503121349,346755.465894136,354405.334292139,347713.149762549,353107.446092828,367033.259808447,341595.208053028,357885.815970073,338083.898771329,346322.352564007
"BPM 08_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 08_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 08_Setup Value","DSTAT AVERAGE","Variable","User Specified","BPM 08_Setup",1.12646443900726E-02,0.011789047703394,1.36569118959668E-02,1.21283694470834E-02,1.28584978514196E-02,1.15858969195566E-02,0.012567114243133,0.014130820848714,1.21457929336564E-02,1.32708491617725E-02,1.20216928058591E-02,0.012704455478771,0.012858575091695,1.23328108781946E-02,1.20285569705453E-02,1.16727510247572E-02,1.19861147895012E-02,1.17913578553934E-02,1.27338218118717E-02,1.17364418938839E-02,1.40790019002983E-02,1.19701057434369E-02,1.17238921681971E-02,1.21083397661834E-02,1.19952961948161E-02,1.24451785757565E-02,1.15259732098596E-02,1.27992466123434E-02,1.21914853564763E-02,1.37328552860614E-02
"BPM 08_SetupsRealizados Value","DSTAT AVERAGE","Variable","User Specified","BPM 08_SetupsRealizados",9.82509053668858,9.51498824140925,9.72163774986911,9.81672291149124,9.52442630524252,9.64118922115648,9.46437820734111,9.48930052761075,9.59854576954991,9.63753806553559,9.93520421648488,9.61297261885971,9.7188535096441,9.71307498245461,9.58371172658165,9.47536703876158,9.79779251470511,9.73003343561294,9.39553368102184,9.6715845934987,9.63411427468069,9.68985431478776,9.76196885288245,9.40765650333132,9.45431695233751,9.65724787383175,9.49708845281614,9.592870286865,9.54006353192723,9.68010211558808
"BPM 08_UltimaOrdemCompleta Value","DSTAT AVERAGE","Variable","User Specified","BPM 08_UltimaOrdemCompleta",182.656778583056,182.681666376563,182.766420602795,182.786064675183,182.570668706176,182.726409227975,182.522002885312,182.589412917914,182.542164874354,182.517979996022,182.746154246201,182.535141931418,183.033517642568,182.656287829676,182.588375796463,182.551884308619,182.819352756868,182.593532338554,182.516037384895,182.8256387727,182.758080711954,182.669383501773,182.877838037151,182.355199711757,182.372398473958,182.660884095126,182.571157541375,182.472697221506,182.647481091953,182.862487759011
"BPM 09.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","BPM 09",0.681008897357774,0.683747338716332,0.797652654217719,0.668223426362008,0.797661428176791,0.645477223827726,0.808438200519673,0.794394817918971,0.730359500397929,0.707783838640163,0.795841349083153,0.813939854418353,0.797822044755063,0.796610209261692,0.792775388465022,0.699092726119022,0.795085315353101,0.795458471024489,0.683620896817189,0.655194023179745,0.781892765213146,0.674243520898237,0.699971522365838,0.748218382026182,0.698844751052514,0.672055208225319,0.66635650440776,0.685188859036253,0.658929640590405,0.673217898776645
"BPM 09.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","BPM 09",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BPM 09.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","BPM 09",0.681008897357774,0.683747338716332,0.797652654217719,0.668223426362008,0.797661428176791,0.645477223827726,0.808438200519673,0.794394817918971,0.730359500397929,0.707783838640163,0.795841349083153,0.813939854418353,0.797822044755063,0.796610209261692,0.792775388465022,0.699092726119022,0.795085315353101,0.795458471024489,0.683620896817189,0.655194023179745,0.781892765213146,0.674243520898237,0.699971522365838,0.748218382026182,0.698844751052514,0.672055208225319,0.66635650440776,0.685188859036253,0.658929640590405,0.673217898776645
"BPM 09_5_Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 09_5_Hold_Espaco.Queue",0.194189042404046,0.199426976409687,6.30748452681103E-02,0.208548271449834,5.87160044038017E-02,0.235245736495784,4.77908991681667E-02,0.071610892894052,0.140040899931139,0.170795738437379,0.057980041434957,3.96106394141697E-02,6.63931878763544E-02,5.37271246930406E-02,6.55769818761176E-02,0.176373691958301,6.05536234414376E-02,6.52713653568444E-02,0.195064212214146,0.231309347247686,7.82230074686621E-02,0.204425396151881,0.179154497667017,0.110281961324374,0.17144234636751,0.20825627201245,0.226033177304997,0.195739764241551,0.220422691913723,0.203299427012759
"BPM 09_5_Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","BPM 09_5_Hold_Espaco.Queue",24.3688210075666,24.6502013759613,6.65404961070175,26.2279048810271,6.13800699393644,31.2936591735731,4.97785857520145,7.49961351035891,16.1650417555784,20.71123059788,6.03915078960855,4.09618102379924,7.06884957796306,5.72030015216107,6.86769846557157,21.7075313179448,6.35316704959345,6.87318216554706,24.2148677231354,29.806305148695,8.37480526058539,25.6533830465106,21.9093398420811,6.12264981353434,21.1005964760012,26.1911818076793,28.9322466950396,24.0396810667662,28.659925630317,25.4566239042063
"BPM 09_5_Hold_RecursoCarro.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 09_5_Hold_RecursoCarro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75341885614565E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 09_5_Hold_RecursoCarro.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","BPM 09_5_Hold_RecursoCarro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95241181195593E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 09_CapacitoresProduzidos Value","DSTAT AVERAGE","Variable","User Specified","BPM 09_CapacitoresProduzidos",234669.807679236,236367.383163736,262809.372341602,232755.328919009,255177.787532668,204322.069754018,262396.608667762,254348.702250365,252124.441490809,248510.026708028,257649.104161146,262404.100976149,264440.128783192,261273.642844253,255572.637754424,245832.491310594,255189.681862132,253930.660729546,234629.577067562,207402.391180647,257000.974376886,234542.668029582,248078.765888278,252228.616946265,246875.472311504,234229.985080669,209614.432459208,235964.981717543,208316.390557182,235165.737211583
"BPM 09_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 09_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 09_Setup Value","DSTAT AVERAGE","Variable","User Specified","BPM 09_Setup",3.21706632053189E-02,3.49039661118828E-02,3.25637322854033E-02,3.06246675629957E-02,3.24407603544019E-02,3.24671832521332E-02,3.35026287131797E-02,3.10744177478821E-02,3.23632717248454E-02,3.10914658681057E-02,3.06264020120491E-02,3.24994798436205E-02,3.05250101156956E-02,0.03315369038508,3.24749984400517E-02,3.35114782998656E-02,3.24139918348582E-02,3.35151251889459E-02,3.32591687199624E-02,3.10675469566916E-02,0.030601275785859,3.27352891476553E-02,3.27514961941064E-02,3.23706172098407E-02,3.38145537356467E-02,3.28538039647519E-02,2.94953336589367E-02,3.09210058733288E-02,3.18423021028477E-02,2.97782234131807E-02
"BPM 09_SetupsRealizados Value","DSTAT AVERAGE","Variable","User Specified","BPM 09_SetupsRealizados",14.2333751433508,15.1990411969352,15.3456656421437,14.3182058323495,15.2535096526707,13.9778911711726,15.1200699501437,15.0891825399667,14.8178589999315,14.1694280045685,14.5757438557739,15.0318958994196,14.442672542472,14.4594137603133,14.5999464932876,14.9087808707595,14.276234376205,15.4168030387107,15.1943152929458,14.1151970266762,15.2279354478825,15.0578479593556,14.1446060630233,15.2289728949096,14.9601901301031,15.0473874163455,14.1456402819205,14.3378561248135,13.4573951608054,14.9548091672191
"BPM 09_UltimaOrdemCompleta Value","DSTAT AVERAGE","Variable","User Specified","BPM 09_UltimaOrdemCompleta",221.404780504837,221.949728942355,221.902555239375,222.089405461101,222.049600901835,220.209887155193,221.447224675927,221.440543591893,222.490349902421,221.485083782889,222.301649368684,221.125490644447,221.176866894252,221.261610553985,222.174039343827,221.089845693813,222.09148667469,222.350861043333,221.846223908074,220.560643589827,221.518634286234,221.804322833404,221.15605683714,221.88261979693,221.151518742165,221.622680525423,220.636905646069,221.761658505667,220.934331089929,221.260008720143
"BPM 10.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","BPM 10",0.740677899917528,0.757452684848633,0.751199402498481,0.730625162734198,0.751317210026461,0.751998622031572,0.748719951543969,0.751349927815218,0.74421637820649,0.74917596712835,0.751287611815255,0.765959390938401,0.74561086844837,0.741541964071545,0.751924709915136,0.748761026145316,0.74400097254508,0.74202251400973,0.740602291710247,0.748937868663733,0.741929160380503,0.75239386532144,0.748837677125672,0.743421847733486,0.743376957757352,0.746946916136975,0.753011622981846,0.751560666292371,0.748792722656363,0.750380328423951
"BPM 10.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","BPM 10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BPM 10.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","BPM 10",0.740677899917528,0.757452684848633,0.751199402498481,0.730625162734198,0.751317210026461,0.751998622031572,0.748719951543969,0.751349927815218,0.74421637820649,0.74917596712835,0.751287611815255,0.765959390938401,0.74561086844837,0.741541964071545,0.751924709915136,0.748761026145316,0.74400097254508,0.74202251400973,0.740602291710247,0.748937868663733,0.741929160380503,0.75239386532144,0.748837677125672,0.743421847733486,0.743376957757352,0.746946916136975,0.753011622981846,0.751560666292371,0.748792722656363,0.750380328423951
"BPM 10_2_Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 10_2_Hold_Espaco.Queue",9.6430435512404E-03,0,0,7.40409391585025E-03,9.75884150740089E-03,0,0,0,0,4.33976106369439E-03,0,3.73644029543695E-03,3.4063040324693E-03,2.80168994988571E-03,3.68724038588274E-04,0,0,1.8349174765553E-04,0,2.04765858282422E-04,0,4.08560141746206E-04,1.55576450839135E-03,6.29083648997304E-03,3.49853588517009E-04,5.11648235345837E-03,7.10130846417612E-04,1.00497327833923E-02,2.96219073400836E-04,0
"BPM 10_2_Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","BPM 10_2_Hold_Espaco.Queue",0.878859665429505,0,0,0.682361295284758,0.870138190133578,0,0,0,0,0.390578495732495,0,0.327080487868037,0.308011165259391,0.253339624981816,3.28261277012126E-02,0,0,1.66968794075174E-02,0,1.84577675071479E-02,0,3.67130486186918E-02,0.138933388656344,0.570633357200704,3.16848532996536E-02,0.461204043128642,6.34163360521774E-02,0.89885808745869,2.66181257845368E-02,0
"BPM 10_2_Hold_RecursoCarro.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 10_2_Hold_RecursoCarro",0,0,0,0,0,0,0,0,2.97114060718842E-05,0,0,0,0,0,1.2389525219463E-04,0,0,0,0,8.23147760096769E-04,0,0,0,0,0,1.106556213876E-05,0,0,0,0
"BPM 10_2_Hold_RecursoCarro.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","BPM 10_2_Hold_RecursoCarro",0,0,0,0,0,0,0,0,2.6908443234914E-03,0,0,0,0,0,1.10299328074354E-02,0,0,0,0,7.41992347129483E-02,0,0,0,0,0,9.97459122367095E-04,0,0,0,0
"BPM 10_CapacitoresProduzidos Value","DSTAT AVERAGE","Variable","User Specified","BPM 10_CapacitoresProduzidos",302391.970280546,310573.079086498,308260.737340086,300398.646612849,307405.385611984,308972.911726561,306940.365947668,308614.00023777,306609.277712289,310512.829411791,309314.007526764,314511.755562412,307190.184202242,305057.968411983,308355.089454777,309171.073191173,305959.322610298,305247.47118831,307096.216807786,305808.424601683,302587.238749446,309000.393268816,308918.915285705,305347.071775691,304386.337944347,307436.838827603,309898.636594493,307997.583689264,307497.349179243,306453.449005607
"BPM 10_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 10_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 10_Setup Value","DSTAT AVERAGE","Variable","User Specified","BPM 10_Setup",2.26043760452046E-02,1.99405698802106E-02,2.11791211322751E-02,2.14389585022868E-02,2.04827476419096E-02,2.33016135770734E-02,2.15597913997509E-02,2.08054187998043E-02,2.10353293121308E-02,2.30454566115491E-02,0.021188445474909,2.22724282679329E-02,2.14890239733799E-02,2.19503447616171E-02,2.10119748367747E-02,2.14753512620996E-02,2.27930083817678E-02,2.07255840546447E-02,2.21463095357449E-02,2.42983432141967E-02,2.18590985327336E-02,2.28968536156248E-02,2.39312667738483E-02,0.022570529643734,2.19207314490182E-02,2.16712126997497E-02,2.41855043174487E-02,2.20702430956484E-02,2.17363283758313E-02,2.16033956021336E-02
"BPM 10_SetupsRealizados Value","DSTAT AVERAGE","Variable","User Specified","BPM 10_SetupsRealizados",15.0454939612329,15.3683136897167,15.2998220893268,15.0972559422443,15.1851230989998,15.2827079072621,15.2182336359257,15.2991748235268,15.1554740439909,15.2150322680186,15.3874977282044,15.391335055707,15.2543123819068,15.1524166004456,15.294878543579,15.3419043486567,15.2007412086221,15.2096361892263,15.2092092563853,15.1685602588433,15.1560249733771,15.2307999570167,15.2173216204617,15.128139608578,15.1147480483715,15.2701882007085,15.297257698701,15.2844924815439,15.3269822799756,15.2446643886062
"BPM 10_UltimaOrdemCompleta Value","DSTAT AVERAGE","Variable","User Specified","BPM 10_UltimaOrdemCompleta",87.1800936121421,87.5340690601114,87.4417547822074,87.2173772488212,87.3704555399239,87.4435934807165,87.3062828122436,87.4293503217863,87.2465001326431,87.3094229965927,87.4827107753188,87.5710891277586,87.3963094753691,87.267934627885,87.3503122093347,87.4527708030398,87.3762254898412,87.3016991394946,87.3638486387846,87.2980974981911,87.2319530864572,87.3816303671083,87.2984070997892,87.1098401596907,87.3270714217523,87.4526121421358,87.4917820827883,87.3942600871907,87.5153489974674,87.3455357422436
"BPM 11.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","BPM 11",0.781488029124041,0.786683402112935,0.72832640059186,0.760336995137583,0.733803761702965,0.762856511240039,0.7808848370262,0.787086207138082,0.755543280476047,0.758166515067679,0.705528036877568,0.753055567162827,0.776641699747467,0.778979201413353,0.747775487177465,0.786519400753132,0.730579468648186,0.721470578304949,0.770078104094874,0.721704209805639,0.773470037312498,0.706376691011292,0.777216526611159,0.745525483637798,0.75739116901351,0.776245064026624,0.757444069107466,0.781646889294195,0.799755162401282,0.764633122448875
"BPM 11.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","BPM 11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BPM 11.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","BPM 11",0.781488029124041,0.786683402112935,0.72832640059186,0.760336995137583,0.733803761702965,0.762856511240039,0.7808848370262,0.787086207138082,0.755543280476047,0.758166515067679,0.705528036877568,0.753055567162827,0.776641699747467,0.778979201413353,0.747775487177465,0.786519400753132,0.730579468648186,0.721470578304949,0.770078104094874,0.721704209805639,0.773470037312498,0.706376691011292,0.777216526611159,0.745525483637798,0.75739116901351,0.776245064026624,0.757444069107466,0.781646889294195,0.799755162401282,0.764633122448875
"BPM 11_6_Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 11_6_Hold_Espaco.Queue",7.05548890561615E-02,6.25761411023759E-02,0.126754308040912,8.74426438204529E-02,0.129584201326229,9.53081645292153E-02,7.13382794787402E-02,5.43426011396015E-02,9.83419717057178E-02,9.18751945978109E-02,0.160278552292392,0.100590930695666,0.072052044192976,6.81285007623766E-02,0.10096628078032,6.38285760941529E-02,0.127066495606632,0.137651275994331,7.94510145279271E-02,0.142098186447157,7.28189475084974E-02,0.156485106964989,6.94714793779891E-02,0.111358458534217,0.102742417802319,7.49489825620392E-02,0.091328031178821,6.06202565591533E-02,4.54243065127222E-02,8.58222804955075E-02
"BPM 11_6_Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","BPM 11_6_Hold_Espaco.Queue",6.01177752904572,5.3005672463189,11.6258728394212,7.66620438973834,11.7915481775526,8.34308552717752,6.11470966960631,4.59637859859185,8.68787970897138,7.48230141229297,15.2092991961149,8.88656074857415,6.17588950225509,5.71819771246566,9.00256621199137,5.42260469472449,11.5990969048209,12.7471278091213,6.87143909430721,13.1167556720453,5.87254130830681,14.8249048703673,5.95469823239906,9.9291752501097,9.02128546556945,6.43377257164449,8.05588758943353,5.17292855971442,3.79194210888811,7.46731624855171
"BPM 11_6_Hold_RecursoCarro.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 11_6_Hold_RecursoCarro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33621885066466E-05,0,0,0,0,7.75446810533822E-04,0,0,0,0,0,0,0,0,0,0
"BPM 11_6_Hold_RecursoCarro.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","BPM 11_6_Hold_RecursoCarro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55141404338425E-03,0,0,0,0,7.15797055877374E-02,0,0,0,0,0,0,0,0,0,0
"BPM 11_CapacitoresProduzidos Value","DSTAT AVERAGE","Variable","User Specified","BPM 11_CapacitoresProduzidos",313599.136243803,318398.842356004,296635.344810196,301763.670553082,303623.923305291,306258.27653137,307959.976400776,316289.239719909,304709.233454236,309184.717956195,295725.703827412,305632.787364522,312961.863139443,316913.506417928,299520.392763662,322241.970662511,295391.29220491,289895.216540788,310529.087739311,289469.824349986,308562.182642511,299759.789492102,321250.017226375,286056.126546131,301536.913894176,320585.446473321,301351.194635471,310001.127063693,323376.826409382,308911.002698162
"BPM 11_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","BPM 11_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 11_Setup Value","DSTAT AVERAGE","Variable","User Specified","BPM 11_Setup",2.14498263439968E-02,2.12603142801657E-02,2.17703467910785E-02,2.28574209457847E-02,2.17193786391368E-02,2.09704937335058E-02,2.13111216858925E-02,2.13500980075047E-02,2.18413205144197E-02,2.12178259204506E-02,2.12353069037268E-02,2.06168200600399E-02,2.19371676577862E-02,2.16920184584426E-02,2.12340762988703E-02,2.11382027014567E-02,2.15439850898527E-02,2.07473752578752E-02,2.08474563743755E-02,0.02267177657388,0.021041506039264,2.05452654072031E-02,2.09879627959173E-02,2.10478618234531E-02,2.19766656758159E-02,2.09937115846405E-02,2.11739999078239E-02,2.04992651838728E-02,2.20271483492538E-02,2.13724069486313E-02
